HTAB
2734	01.06.1988	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.07.1988	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.08.1988	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.09.1988	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.10.1988	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.11.1988	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.12.1988	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.01.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.02.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.03.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.04.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.05.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.06.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.07.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.08.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.09.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.10.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.11.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.12.1989	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.01.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.02.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.03.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.04.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.05.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.06.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.07.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.08.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.09.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.10.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.11.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.12.1990	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.01.1991	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.02.1991	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.03.1991	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.04.1991	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.05.1991	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.06.1991	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.07.1991	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
2734	01.08.1991	 0.000	 0.000	 0.000	 0.000	103.32	 37.78
